,Nom,Activite_principale,Adresse,Ville,Telephone,Detail,Lien_entreprise,Facebook,Linkedin,Autre_lien,Lien_europage
396,CENPAC,Distributeur,161 rue de la Belle Etoile,95700 Roissy-En-France,+33 800575859,"En achetant vos emballages chez CENPAC, le leader français de l'emballage, vous bénéficiez des meilleurs prix sur Internet pour vos achats en emballage (cartons, tube carton, films plastiques, boite carton, sachets plastiques...). Grâce à notre position de leader, CENPAC fait des économies sur les achats d’emballage et vous en bénéficiez quelque soit votre volume d’achat en emballage. Spécialiste de l’emballage, CENPAC vous propose de découvrir son offre de caisse carton, d’emballage alimentaire, d’emballage carton, papier bulle ou de film étirable, carton ondulé ou papier kraft. Avec plus de 4000 articles disponibles sur stock, CENPAC vous propose une diversité et une gamme complète pour expédiez vos produits, fermer les caisses, cercler les colis, filmer les palettes, operculer les barquettes ou encore conditionner sous vide. CENPAC : fournisseur caisse carton, fournisseur papier, fournisseur fournitures de bureau. fournisseur papier bulle, fournisseur sacs en papier kraft.",http://www.cenpac.fr/,,,,https://www.europages.fr/CENPAC/FRA263059-00101.html
397,INTERMETAL,Fabricant/Producteur,23 Rue Andre Fruchard,54320 Maxeville,+33 383396666,"Spécialisée exclusivement dans la distribution de produits de fixation pour l'Industrie, INTERMETAL est à même de répondre à tous les types de besoins, tant sur le plan commercial que sur le plan technique. L'ensemble des produits offerts correspond soit aux normes en vigueur (ISO - NF - DIN - UNI - JIS ou autres) soit à des cahiers des charges spécifiques aux clients. Pour un certain nombre d'utilisateurs travaillant en chaînes de production, nous entretenons dans nos locaux des stocks exclusifs et spéciaux, permettant d'assumer un service de type ""juste à temps"".   Les quantités tenues en stock sont gérées en fonction des consommations réelles et sont évolutives ou fixes selon les choix faits par l'utilisateur. Les pièces livrées sont toutes strictement contrôlées du point de vue qualité ainsi que conditionnées et étiquetées en conformité avec les suggestions nécessaires pour une mise à disposition immédiate sur la chaîne de montage.",http://www.intermetal.fr,,,,https://www.europages.fr/INTERMETAL/FRA150945-00101.html
398,TEC INOX,Fabricant/Producteur,11-13 rue des Guérins,42120 LE COTEAU,+33 477719988,"TEC INOX est spécialisée dans la conception et fabrication de cuves en inox pour l'industrie vinicole, agro-alimentaire, chimique, pharmaceutique. Depuis sa création en 1989, TEC INOX a conçu et commercialisé plus de 7000 cuves en France et à l'étranger. Notre entreprise est composée de 55 professionnels de la chaudronnerie qui transforment environ 1000 tonnes d'acier inoxydable par an. Nos équipes pilotent les plus récents logiciels de dessins et de calculs ainsi que les meilleurs outils de production du secteur de la chaudronnerie 100% inoxydable. Idéalement situés au centre de la France, à coté de ROANNE (42 Loire), nous sommes en mesure de livrer rapidement toute la France. ",http://www.tecinox.fr/,,,,https://www.europages.fr/TEC-INOX/00000003731511-119499001.html
399,CLIMINOX,Fabricant/Producteur,ZA rue St Eloi,61100 St Georges Des Groseillers,+33 233622950,"La société CLIMINOX est spécialisée et reconnue en tant que fabricant de climatiseur inox pour l'industrie alimentaire, laiterie. Elle propose également des climatiseur et échangeur lavable. Reproduit le climat, temperature et humidité. Climitisation de pièce, résistance à la corrosion. Climatiser ambiance agressive. Pour filtrer salle blanche. Climinox assure l'hygiène de l'air. Climinox fabrique des évaporateurs, climatiseurs et conditionneurs d'air. Réalisés en tubes inox lisses sans ailettes. Nettoyable et lavable à la lance haute pression.",http://climinox.fr,,,,https://www.europages.fr/CLIMINOX/FRA352634-234586001.html
400,QUIMIDROGA FRANCE,Distributeur,106 place de la logistique,94150 Rungis,+33 466813444,"QUIMIDROGA est une entreprise familiale, qui a été fondée en 1944. Premier distributeur de matières premières industrielles de la péninsule Ibérique. Le siège social se situe à Barcelone avec un complexe logistique de près de 70 000 m2 ayant une capacité de stockage de 30 000 tonnes de produits emballés et 12 000 m3 de produits en vrac. Les bureaux de vente se répartissant sur le pourtour Méditerranéen (France, Maroc, Algérie, Tunisie, Turquie). Compétent pour conditionner des liquides en tout type de conditionnement (bombonnes, fûts, IBCs) ainsi que de recevoir et expédier toute sorte de matière première par différent moyen de transport (camions, citernes, bateaux). Nous couvrons des secteurs qui vont de la cosmétique aux solvants en passant par les lubrifiants, les plastiques, la pharmacie, la détergence et la construction entre autres.La commercialisation et distribution de produits chimiques s’appuie sur une logistique efficace, capable de donner des réponses rapides et appropriée",https://www.quimidroga.com/fr/,,,,https://www.europages.fr/QUIMIDROGA-FRANCE/FRA355470-480367001.html
401,PCM SAS,Fabricant/Producteur,6 Boulevard Bineau,92300 Levallois Perret,+33 177683100,"Fondée en 1932, PCM est l'un des principaux fabricants de pompes volumétriques et d'équipement de gestion de fluides, investi dans le développement de solutions pour le transfert, le mélange et le dosage de produits abrasifs, fragiles, visqueux et corrosifs. Présent dans le monde entier, nous intervenons dans trois principaux domaines : production pétrolière, agroalimentaire et industrie. La pompe est l'une des premières inventions humaines ; elle a toujours joué un rôle important dans le développement durable de notre économie et de notre planète. Les systèmes de pompage assurent la circulation de ressources essentielles comme l'énergie, l'alimentation et les matériaux de construction. La qualité des pompes et autres composants de gestion des fluides dans vos procédés de production est donc de la plus haute importance. Notre mission est de permettre à nos clients d'assurer la circulation de leurs fluides grâce à l'utilisation de solutions offrant le meilleur rapport performance/coût.",https://www.pcm.eu/fr,,,,https://www.europages.fr/PCM-SAS/00000003866679-00101.html
402,AIRAP,Fabricant/Producteur,5-7 Avenue Ferdinand Buisson,75016 Paris,+33 146203720,"AIRAP est fabricant de ventilateurs industriels, produits standard et spécifiques pour fabricants d'équipements industriels, ingénierie et installateurs en génie climatique.Une gamme complète de ventilateurs pour l'industrie et le tertiaire, centrifuges et hélicoïdes, de composants turbines et hélices .Ventilateurs Hautes températures (1200°C), ventilateurs Anti-corrosion (Inox, traitement de surface, ...), ventilateurs Atmosphères explosives ATEX (Directive ATEX), ventilateurs étanches, ventilateurs Exécution sur plan de composants, ventilateurs Exécutions particulières (Sur cahier des charges, Nucléaire, Matériel embarqué, Défense, Ferroviaire, Agro-alimentaire, Marine ...)Clientèle : 60% Industrie (Fabricants de biens d'équipement)20% Bâtiment (Installateurs en génie climatique, Ingénierie)20% Revendeurs, Utilisateurs industriels, Ingénierie industrielleCapacité de production annuelle : 20 000 Ventilateurs, 200 000 turbines et Hélices.Unité de production : 82 avenue Albert 1er - 92500 RUEIL-MALMAISONFiliale AIR CDV : 48 rue de l'ancien port - 76370 Etran Martin Eglise",http://www.airap.fr,,,,https://www.europages.fr/AIRAP/FRA255947-1007136010.html
403,SOBEM SCAME,Fabricant/Producteur,,21410 Ste Marie Sur Ouche,+33 380497777,"SOBEM a une activité de fabrication de tôlerie fine sur mesure. SOBEM conçoit et fabrique également divers appareillages électriques d'installation, des armoires et des coffrets électriques de chantiers ainsi que des coffrets industriels. Les produits SOBEM sont des plus utiles dans de nombreux domaines : BTP, industrie, nucléaire, militaire, aéronautique, communication et transport entre autres. Sobem-Scame est une entreprise à taille humaine dont la raison d’exister demeure le respect de ses engagements. Et le bien-être de ses collaborateurs est la composante essentielle à l’atteinte des objectifs communs. Sobem-Scame en a fait sa condition sine qua non. Ainsi, les maîtres mots, au sein de l’entreprise,  sont aujourd’hui : Ecoute, Confiance et Responsabilisation. Notre leitmotiv au quotidien : la passion du service, notre signature : la considération sans faille de nos partenaires clients et fournisseurs. Sobem-Scame est dans une démarche, depuis 2012, d’amélioration continue.",https://sobem-scame.fr/en/,,,,https://www.europages.fr/SOBEM-SCAME/FRA708680-00101.html
405,CARTONEO,Fabricant/Producteur,1264 route de la Vallée,39360 Vaux-Les-St-Claude,+33 384424032,"Le groupe CARTONEO regroupe plusieurs entreprises spécialisées dans le packaging, l'emballage en carton ondulé et compact. CARTONEO possède un bureau d'étude pour trouver les meilleures solutions pour votre entreprise. CARTONEO propose également l'impression de vos emballages.exemple de produits fabriqués: étuis, valisettes, coffrets, prêt à vendre, caisses, boites vitrines, caisse outre, présentoirs sols, PLV, totems, lutrins, ILV, boxs palettes, boxs canadiens, silhouette, stockeurs etc...CARTONEO travaille pour tous les secteurs d'activité: pharmacie, parapharmacie, agro-alimentaire, boissons, mode, industrie, événementiel, cosmétiques etc..",http://www.cartoneo.com/,,,,https://www.europages.fr/CARTONEO/00000004708024-001.html
406,SIEMENS SAS,Fabricant/Producteur,40 avenue des Fruitiers,93527 Saint-Denis Cedex,+33 149223853,"SIEMENS est leader dans le domaine des automatismes des solutions d'automatisation et d'entraînements et des logiciels industriels avec une connaissance particulière des industries Agroalimentaires. Pour une meilleure efficacité grâce à nos produits et solutions d'automatisation : nos machines et de contrôle process permettent un développement et une programmation rapide des applications, une pérennisation des développements, une réalisation aisée de standards propres à un métier et un client. Nos systèmes d'automatisation vous fournissent des solutions à l'épreuve du temps, capables de répondre aux exigences des usines et des machines. Conçus pour satisfaire les besoins de tous les secteurs de l'industrie, la supériorité de nos systèmes vous garantit de hauts niveaux d'efficacité, de flexibilité et de rentabilité. Marques représentées : SIEMENS, SIMOTION, SINAMICS, SIRIUS, SIMATIC, SIMOTICS, SIWAREX et SITRANS.",https://w5.siemens.com/france/web/fr/ad/produits/Pages/automatisation.aspx,,,,https://www.europages.fr/SIEMENS-SAS/FRA308641-00101.html
407,ETABLISSEMENTS REFFET,Fabricant/Producteur,Za Des Blachères,73130 Saint-Avre,+33 479562356,"Les Etablissements REFFET ont été créés en 1966 en tant que fonds artisanal de taillanderie, de serrurerie, de négoce et réparation de machines agricoles. Constituée en 1986, la SARL REFFET se spécialise dans la construction métallique mais aussi dans les activités de chaudronnerie, de métallerie, de grenaillage, de métallisation et de peinture. En 1997, une succession de gérance relance le développement de la société qui recentre son activité sur la construction métallique et le traitement de surface, et met l’accent sur la manutention.",http://www.reffet.com,,,,https://www.europages.fr/ETABLISSEMENTS-REFFET/FRA030262-00101.html
408,ETOBVIE,Fabricant/Producteur,6 Avenue de la grange,19250 Meymac,+33 555466506,"Ce qui rend allMAINT® Unique Dans l'écran principal d'allMAINT, vous découvrirez 3 mondes, tous présents et accessibles en un seul regard, sans intermédiaire ni étages. Aucune de ces navigations fastidieuses dans des méandres de fonctionnalités multiples. Tout sera présent et accessible directement : l'arborescence technique de votre usine : Ateliers, secteurs, lignes, sous ensembles...leur statut, les derniers travaux, les DI en cours, les équipes d'intervenants en postes, leur noms, caractéristiques, habilitations... droits individuels, les équipes de rattachement. Et aussi les outils, articles, Pièces de rechanges, consommables, pièces suivies ou immatriculées, leur destination, les stocks disponibles, attendus, ruptures.... Cliquez-glissez sur l'élément concerné, verifiez son statut, en un clic les stocks pour savoir si des pièces sont disponibles, les opérateurs présents... Prenez et glissez ces objets à destination, ils vous demanderont de confirmer ce que vous voulez faire si vous le souhaitez. Marchez dans allMAINT comme vous marchez dans vos ateliers ! allMAINT Intuitif, simple, et puissant. Nous l'avons fait pour vous...",https://www.allmaint.com,,,,https://www.europages.fr/ETOBVIE/00000005269795-583583001.html
